channel_id,channel_name,priority_score,simulated_tier,recent_video_count_48h,recent_video_count_7d,ranking_count_7d,ranking_count_30d,estimated_daily_refreshes,estimated_weekly_refreshes,risk_flag,reason_summary
UCfd3SRRvGvPDx8dJoPtuNxw,UCfd3SRRvGvPDx8dJoPtuNxw,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCvodEzZOAGdXOxy5fzpE67A,UCvodEzZOAGdXOxy5fzpE67A,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCgN34ENzbegaLZtN6FE7IYQ,UCgN34ENzbegaLZtN6FE7IYQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCSDMf7EBkYZ6M2hWTs9DrlQ,UCSDMf7EBkYZ6M2hWTs9DrlQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCEAKsbWo_jzQ9kVoyy9lxFg,UCEAKsbWo_jzQ9kVoyy9lxFg,20,active,0,0,0,15,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCWCLOVePVd0wcxcDRoxAVpQ,UCWCLOVePVd0wcxcDRoxAVpQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCve_e5k_BPNKKZtFaPJDkJQ,UCve_e5k_BPNKKZtFaPJDkJQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; no_upload_14d; growth_7d_lt_10000
UCBywesCGkYUFpDUMEvwKQ0w,UCBywesCGkYUFpDUMEvwKQ0w,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCBHdX0U0_86KiobHdrATLyw,UCBHdX0U0_86KiobHdrATLyw,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC8z1glQDmfAH9ZQ9GaHT1rQ,UC8z1glQDmfAH9ZQ9GaHT1rQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCcbKZE6jTVW_SSf1Eokr7yg,UCcbKZE6jTVW_SSf1Eokr7yg,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCCXxn0B-_qddOhD1uXJDK3Q,UCCXxn0B-_qddOhD1uXJDK3Q,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCb_T8zJlMC8R1S7NIofVrBA,UCb_T8zJlMC8R1S7NIofVrBA,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCzZNLAfXDOOCjB8iMZR9J_A,UCzZNLAfXDOOCjB8iMZR9J_A,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCFwN6c38xaAR1QpRFDALY3Q,UCFwN6c38xaAR1QpRFDALY3Q,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC9IJJHn9oUyWUm1CWJfnY8A,UC9IJJHn9oUyWUm1CWJfnY8A,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCfyjn_DDTSZmnmgk7cJJO-Q,UCfyjn_DDTSZmnmgk7cJJO-Q,20,active,0,0,0,9,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UC4YZqnhMYv5GK_WzIVNPkog,UC4YZqnhMYv5GK_WzIVNPkog,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCAlIsLV2BGAIo27Vn1rc-JQ,UCAlIsLV2BGAIo27Vn1rc-JQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCRJLd-MxWv-ARJdz4wzESZA,UCRJLd-MxWv-ARJdz4wzESZA,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCMo5WMYsBP2dHWp-ZKBcY0g,UCMo5WMYsBP2dHWp-ZKBcY0g,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC9yV6UJNPnnwMKLp3elA28A,UC9yV6UJNPnnwMKLp3elA28A,20,active,0,0,0,12,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCcNCjyVhmwABoZTwR9Ah4TA,UCcNCjyVhmwABoZTwR9Ah4TA,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCKs84JYv4KGouXnJUPCcarw,UCKs84JYv4KGouXnJUPCcarw,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCvaLYFwoUgx-klnvWXTAk4g,UCvaLYFwoUgx-klnvWXTAk4g,20,active,0,0,0,15,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCU5rWAoc0AaLjhtad5D6MqQ,UCU5rWAoc0AaLjhtad5D6MqQ,20,active,0,0,0,12,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCZhFK2Ozg6_aeb693ViqRCQ,UCZhFK2Ozg6_aeb693ViqRCQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCBzFXifl3ext63Zzo6XO4hw,UCBzFXifl3ext63Zzo6XO4hw,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCeFilDqYMArEK197dV7WyBQ,UCeFilDqYMArEK197dV7WyBQ,20,active,0,0,0,9,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCvSrp7pwJoGbRnSY4eRhVLA,UCvSrp7pwJoGbRnSY4eRhVLA,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UClMGZrq4OWMWfNmGq2oS-rA,UClMGZrq4OWMWfNmGq2oS-rA,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCf_V363oiudRpJoKoz9yrRQ,UCf_V363oiudRpJoKoz9yrRQ,20,active,0,0,0,24,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; no_upload_14d; growth_7d_lt_10000; observation_sufficient
UCKjNtLkzZ1gTgxdW9BLdUQQ,UCKjNtLkzZ1gTgxdW9BLdUQQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCkhYsQyyZQI2tNNSu2two0A,UCkhYsQyyZQI2tNNSu2two0A,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCEoElweVMcfIsGcUSyVEBig,UCEoElweVMcfIsGcUSyVEBig,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC_EDHvhdFlyKI43IcmETMOw,UC_EDHvhdFlyKI43IcmETMOw,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCGTClWAt_iWIRa2zLu9ZgpA,UCGTClWAt_iWIRa2zLu9ZgpA,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCH-6Siwi5dJVRKLUNozU7Hw,UCH-6Siwi5dJVRKLUNozU7Hw,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCOGTqPj3crZ7eyHpxwCKycQ,UCOGTqPj3crZ7eyHpxwCKycQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; no_upload_14d; growth_7d_lt_10000
UCV4W6Tmc_2Gv9s6GNC6xOow,UCV4W6Tmc_2Gv9s6GNC6xOow,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCGyywYAJd2O5Y7yUyr7qBRQ,UCGyywYAJd2O5Y7yUyr7qBRQ,20,active,0,0,0,12,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCv7OXJPrETnOqIz10o3hvnQ,UCv7OXJPrETnOqIz10o3hvnQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCyVqjBnb0QGl2cGP21WUyuQ,UCyVqjBnb0QGl2cGP21WUyuQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCX9gf8TSEStlJeuRQ5nZGag,UCX9gf8TSEStlJeuRQ5nZGag,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCXTUyisf9WdFTdHztf_gmlg,UCXTUyisf9WdFTdHztf_gmlg,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC3jtqGMKnRdszQCI7FGxJgg,UC3jtqGMKnRdszQCI7FGxJgg,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCghV1RqaFqfe1Z-tyvZxgHQ,UCghV1RqaFqfe1Z-tyvZxgHQ,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCi9EXd5JZd0u6iHfW4BVeiQ,UCi9EXd5JZd0u6iHfW4BVeiQ,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCsQaLxdWOOAcjVqA7fy2wng,UCsQaLxdWOOAcjVqA7fy2wng,20,active,0,0,0,12,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UC9A-_6BvEKkTmEZwY-sRfLQ,UC9A-_6BvEKkTmEZwY-sRfLQ,20,active,0,0,0,9,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCoxTPDPTv5zjAGDYBY9VjSw,UCoxTPDPTv5zjAGDYBY9VjSw,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCiFUbJ2MS5rcbxlJ0BANQ2Q,UCiFUbJ2MS5rcbxlJ0BANQ2Q,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCl5On9IkxOa8iBZf9OcgrCg,UCl5On9IkxOa8iBZf9OcgrCg,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCXeBhxKbjgoHBk3FIpAZc1Q,UCXeBhxKbjgoHBk3FIpAZc1Q,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC24bDvroMb7iIKAip1d5z4w,UC24bDvroMb7iIKAip1d5z4w,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UC_41Vg-saBGcscTzhHEEGKg,UC_41Vg-saBGcscTzhHEEGKg,20,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCnR8HO69qRAMA23a2k4T-oA,UCnR8HO69qRAMA23a2k4T-oA,20,active,0,0,0,9,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000; observation_sufficient
UCRZslkLFqsVesG_7H52XT-Q,UCRZslkLFqsVesG_7H52XT-Q,20,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; no_upload_7d; growth_7d_lt_10000
UCKuwxopq9c3cldzSOo4ceSA,UCKuwxopq9c3cldzSOo4ceSA,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC3ux3I3GxwujT5NvfyX6QnQ,UC3ux3I3GxwujT5NvfyX6QnQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCXmpw2sprdZM8_69GPpPiEw,UCXmpw2sprdZM8_69GPpPiEw,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC-b4jAdL4zbKBF9pxABojHQ,UC-b4jAdL4zbKBF9pxABojHQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCHl9Lk_Nene0QbwuJJFdEyQ,UCHl9Lk_Nene0QbwuJJFdEyQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCpkIOIjOfzJDekGnKXm1ysw,UCpkIOIjOfzJDekGnKXm1ysw,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCdYalSAwfIQ3HEM8MIVXokA,UCdYalSAwfIQ3HEM8MIVXokA,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCsmVdDT1aXtGGA2t5oqHMWQ,UCsmVdDT1aXtGGA2t5oqHMWQ,0,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCx0LtFp54ADVxQCcTEtNwYQ,UCx0LtFp54ADVxQCcTEtNwYQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCYEb13ui0Ha8swTv_Mcb1Yw,UCYEb13ui0Ha8swTv_Mcb1Yw,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC4B0dcO9JamdQpE1uxcSRrQ,UC4B0dcO9JamdQpE1uxcSRrQ,0,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCY5yVYBd0dbC3enY0P14i8w,UCY5yVYBd0dbC3enY0P14i8w,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCXv2HxmZ8_X2NqWhn4niadg,UCXv2HxmZ8_X2NqWhn4niadg,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCRE_LJQad42GdZrTFfcS1lA,UCRE_LJQad42GdZrTFfcS1lA,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC5EBlEp8J1ZgxOg8AWSeoZQ,UC5EBlEp8J1ZgxOg8AWSeoZQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UClRzrprJGPIdgFjCjb1teDQ,UClRzrprJGPIdgFjCjb1teDQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCbewDtaT1mfFYrfTIrSg8ig,UCbewDtaT1mfFYrfTIrSg8ig,0,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCGO-tqRX5GoOBNlDbytVkPQ,UCGO-tqRX5GoOBNlDbytVkPQ,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC47SyS5gu86hd9bI1lf8nHA,UC47SyS5gu86hd9bI1lf8nHA,0,active,0,0,0,6,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCdbE9gXWvBBFHpA9RP1DfBA,UCdbE9gXWvBBFHpA9RP1DfBA,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UC6yhlwQEDNoRovegZmntBJw,UC6yhlwQEDNoRovegZmntBJw,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCfXZqufQWffqRIobkgyVsgw,UCfXZqufQWffqRIobkgyVsgw,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCWw7WmvvSG2YgkFC-kgXdnA,UCWw7WmvvSG2YgkFC-kgXdnA,0,active,0,0,0,3,6.0,42.0,False,+10: ranking_appearance_30d; +10: rankable_rate_high; -20: no_new_video_14d; no_upload_7d; no_upload_14d; growth_7d_lt_10000; inactive_ge_14d
UCJFZiqLMntJufDCHc6bQixg,hololive ホロライブ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000; observation_sufficient
UCX7YkU9nEeaoZbkVLVajcMg,にじさんじ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000; observation_sufficient
UCJEpkwwDiTKS5lxwFttEbIQ,ななしいんく公式,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000; observation_sufficient
UCGoSINtTmNivjUJvGCYJLfg,UCGoSINtTmNivjUJvGCYJLfg,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC0x9XsRooQaMlUO0qxGAbEg,UC0x9XsRooQaMlUO0qxGAbEg,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC4BugU8-0x9gw0P4nZAA97A,UC4BugU8-0x9gw0P4nZAA97A,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_upload_14d; no_ranking_30d; growth_7d_lt_10000
UCQTJDzbXYkVPnvvZBbtnJEg,UCQTJDzbXYkVPnvvZBbtnJEg,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCbxI8D4RHrJqyC0mNLZB0pQ,UCbxI8D4RHrJqyC0mNLZB0pQ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCsYidI51s_2ZiGsoDnnpAHA,UCsYidI51s_2ZiGsoDnnpAHA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCDxHKSgQD7tcTr36F2GnvDg,UCDxHKSgQD7tcTr36F2GnvDg,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCRlSZcv-0hgU8E9FjTVR-7Q,UCRlSZcv-0hgU8E9FjTVR-7Q,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCz3O6Yj2gev1JBcmxr2IIag,UCz3O6Yj2gev1JBcmxr2IIag,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCe_q0SoNS4q9IlvkUbq7LSA,UCe_q0SoNS4q9IlvkUbq7LSA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCTKFTHWEOFznByFef9MKcAQ,UCTKFTHWEOFznByFef9MKcAQ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCP7aKL0KQaJEZXR3fPkWyGA,UCP7aKL0KQaJEZXR3fPkWyGA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCZl3Wn0-_y24i-7gXhEHA6Q,UCZl3Wn0-_y24i-7gXhEHA6Q,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCq7VbW-tb2chRgBpTNIJdJw,UCq7VbW-tb2chRgBpTNIJdJw,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_upload_14d; no_ranking_30d; growth_7d_lt_10000
UC--DHkynmiQbhzuawrzU0Qg,UC--DHkynmiQbhzuawrzU0Qg,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCqcvXiTDNt-APohQQWJqjFA,UCqcvXiTDNt-APohQQWJqjFA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC7g56KcKNJpAmkfJchrABFA,UC7g56KcKNJpAmkfJchrABFA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCM1XeucEZHYmxCXlYNTELoQ,UCM1XeucEZHYmxCXlYNTELoQ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC6GFpgQUA6647aZ5RKUYYdw,UC6GFpgQUA6647aZ5RKUYYdw,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCUdEcoGpWGQcpipQ5tm-6gQ,UCUdEcoGpWGQcpipQ5tm-6gQ,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UClWHTN1mbVMmIFUWJjqdbvw,UClWHTN1mbVMmIFUWJjqdbvw,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCin40B5inoY5PHk_Z2MDIvw,UCin40B5inoY5PHk_Z2MDIvw,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC6RzeBm727YtaPfEkF-SHmA,UC6RzeBm727YtaPfEkF-SHmA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_upload_14d; no_ranking_30d; growth_7d_lt_10000
UC004g-5oB1KlhGlWjjixJSA,UC004g-5oB1KlhGlWjjixJSA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCcoMFckNKDGa_fe7YqIuULA,UCcoMFckNKDGa_fe7YqIuULA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UC2Q1va8pjGaFqvZPdU7Pv1w,UC2Q1va8pjGaFqvZPdU7Pv1w,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCT0cwFZs2WY2LRsfqpneo3A,UCT0cwFZs2WY2LRsfqpneo3A,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCSj919cAPsMxgIKLJpieTtw,UCSj919cAPsMxgIKLJpieTtw,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
UCsRwSwz-hGb9H89TQY6KZzA,UCsRwSwz-hGb9H89TQY6KZzA,-15,active,0,0,0,0,6.0,42.0,False,-15: rankable_rate_low; no_upload_7d; no_ranking_30d; growth_7d_lt_10000
